"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","browser_Browser","browser_Version","browser_Operating.System","browser_Resolution","mobile_cont","studyintro_time_First.Click","studyintro_time_Last.Click","studyintro_time_Page.Submit","studyintro_time_Click.Count","cleanser_time_First.Click","cleanser_time_Last.Click","cleanser_time_Page.Submit","cleanser_time_Click.Count","effectiveness_time_First.Click","effectiveness_time_Last.Click","effectiveness_time_Page.Submit","effectiveness_time_Click.Count","effect1","effect2","effect3","effect4","free_response","thought_time_First.Click","thought_time_Last.Click","thought_time_Page.Submit","thought_time_Click.Count","cleaning_ability","active_ingred","anti_bacterial","effectiveness","smell","ways_to_use","color","cost","package_apperance","ad_appearance","stores","Dettol","other_versions","other_products","redisplay_time_First.Click","redisplay_time_Last.Click","redisplay_time_Page.Submit","redisplay_time_Click.Count","entitativity_time_First.Click","entitativity_time_Last.Click","entitativity_time_Page.Submit","entitativity_time_Click.Count","coherent","unified","typified","features","resources","similar","representative","purchase_time_First.Click","purchase_time_Last.Click","purchase_time_Page.Submit","purchase_time_Click.Count","purchase","like_brand","ad_favorability","ad_interesting","wtp_1","amt_produced","widely_avail","popular","brand_like_group","effort","realistic","familiar","heard_of","num_bottles_ck","att_check","freq_use","age","gender","english","lookup","prev_taken","purpose","cond","attributesalience_DO","mturk_num","ip_num","paid","count_mturk","mturk_dup","count_ip","ip_dup","res1","res2","phone"
"2020-07-07 08:46:55","2020-07-07 08:50:35","0","100","219","1","2020-07-07 08:50:35","R_RK4QkOvIqrXIVBD","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.3","1366x768","1","0","0","1.422","0","0","0","13.292","0","1.379","6.309","6.917","6","9","8","9","8","it is useful for at present and for future ","3.875","27.205","31.881","16","9","9","9","9","9","9","8","8","8","9","8","9","8","8","0","0","3.82","0","1.859","12.928","13.633","12","9","8","9","8","9","8","9","1.425","7.419","9.407","5","9","9","8","9","15","9","8","9","9","9","8","9","2","8","9","8","28","1","2","2","2","it is interesting survey ","clean_low","thought_time|thought_intro|ways_to_use|cleaning_ability|stores|ad_appearance|cost|anti_bacterial|other_products|effectiveness|other_versions|Dettol|color|smell|package_apperance|active_ingred",211,210,1,1,0,1,0,1366,768,0
"2020-07-07 08:46:57","2020-07-07 08:53:10","0","100","373","1","2020-07-07 08:53:11","R_3DpQuPxJxdFPUPL","","","","","anonymous","EN","Chrome","83.0.4103.97","Windows NT 10.0","1366x768","1","0","0","1.546","0","0","0","23.286","0","0","0","6.267","0","8","9","7","8","Very useful for current situation.","1.866","22.056","26.937","15","8","8","9","6","6","9","7","7","6","8","8","7","7","6","0","0","5.44","0","2.278","11.648","17.099","7","7","9","8","5","7","6","8","13.192","18.376","46.309","3","8","8","8","6","7.5","7","5","6","8","7","6","8","1","8","2","7","32","1","2","1","1","","clean_low","thought_time|thought_intro|cost|smell|stores|other_versions|effectiveness|active_ingred|anti_bacterial|Dettol|cleaning_ability|package_apperance|ad_appearance|ways_to_use|color|other_products",212,211,1,1,0,1,0,1366,768,0
"2020-07-07 08:46:57","2020-07-07 08:54:21","0","100","443","1","2020-07-07 08:54:21","R_2fplBulgmpXoc5T","","","","","anonymous","EN","Chrome","83.0.4103.116","Macintosh","1440x900","1","0","0","11.646","0","0","0","45.211","0","9.177","14.936","16.045","4","6","6","6","6","The packaging was pretty unremarkable. (It would have been helpful to have the graphic pinned at the top of the previous page to consult again when answering those questions)","16.767","61.273","62.483","16","5","4","5","5","1","4","6","4","7","9","4","7","2","6","0","0","26.453","0","8.103","37.925","39.018","7","1","3","2","4","2","6","1","3.856","27.042","29.925","5","3","3","2","2","3","3","2","2","1","9","2","1","1","1","2","9","52","2","2","1","1","To evaluate the effectiveness of an advertisement....? ","clean_low","thought_time|thought_intro|ways_to_use|color|smell|ad_appearance|cleaning_ability|package_apperance|Dettol|anti_bacterial|effectiveness|active_ingred|other_products|stores|other_versions|cost",213,212,1,1,0,1,0,1440,900,0
"2020-07-07 08:47:01","2020-07-07 08:52:31","0","100","329","1","2020-07-07 08:52:32","R_2VOVCNQnRkruV8F","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1680x1050","1","0","0","33.764","0","0","0","50.845","0","3.941","12.956","13.357","9","5","5","5","5","How is it any different from any other anti-bacterial spray?","6.038","38.863","40.403","22","9","1","9","9","1","1","1","1","4","7","1","1","1","9","0","0","6.383","0","6.773","50.532","51.404","13","3","9","9","5","1","9","4","3.728","17.544","18.747","5","5","5","5","1","2.01","6","3","3","1","9","1","1","1","1","2","4","24","1","2","1","1","Perception of marketing and product.","clean_low","thought_time|thought_intro|ad_appearance|other_products|active_ingred|Dettol|package_apperance|effectiveness|cleaning_ability|cost|color|stores|anti_bacterial|smell|other_versions|ways_to_use",214,213,1,1,0,1,0,1680,1050,0
"2020-07-07 08:47:02","2020-07-07 08:55:53","0","100","531","1","2020-07-07 08:55:54","R_1P5i1uYbpOVPDs0","","","","","anonymous","EN","Firefox","78.0","Windows NT 10.0","1366x768","1","0","0","18.586","0","2.317","21.153","24.936","4","10.876","47.123","47.652","12","6","4","4","8","I was wondering what is it made with, like is it all natural products, is it pet friendly does it harm the animals if they get around it.","4.36","71.728","72.095","36","7","8","6","8","9","3","1","2","1","1","1","1","1","1","0.917","0.917","2.101","1","7.499","77.127","77.563","31","6","2","3","6","1","1","7","1.328","30.624","32.234","19","1","3","2","1","3.99","6","3","4","4","9","9","1","1","5","2","6","26","2","2","1","1","to see how people feel about products ","clean_high","thought_time|thought_intro|effectiveness|anti_bacterial|smell|other_products|stores|cost|ad_appearance|package_apperance|active_ingred|Dettol|ways_to_use|cleaning_ability|color|other_versions",215,214,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:04","2020-07-07 08:54:06","0","100","422","1","2020-07-07 08:54:07","R_UFusiPXYnZPNt97","","","","","anonymous","EN","Firefox","77.0","Windows NT 10.0","1920x1080","1","0","0","13.761","0","34.776","34.776","40.047","1","6.708","15.49","16.629","4","9","9","9","9","My impression of the ad was that it had a very industrial feeling; something that may not be entirely appropriate for use in the home, but more in an industrial setting.","12.372","68.067","69.973","16","9","9","9","9","9","7","7","8","9","9","8","6","9","3","0","0","4.7","0","11.188","55.512","56.191","9","3","3","1","9","9","9","8","5.641","21.033","22.236","5","4","5","5","2","4.96","9","9","5","1","8","7","1","1","1","2","9","58","2","2","1","1","the effectiveness of advertising.","clean_low","thought_time|thought_intro|Dettol|ways_to_use|color|cost|other_versions|smell|anti_bacterial|cleaning_ability|package_apperance|ad_appearance|active_ingred|other_products|effectiveness|stores",216,215,1,1,0,1,0,1920,1080,0
"2020-07-07 08:47:04","2020-07-07 08:49:45","0","99","160","0","2020-07-07 12:51:00","R_2dGc6XtzxArjG1y","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.1","1366x768","1","0","0","1.267","0","0","0","11.322","0","0.976","0.976","7.521","1","9","8","9","8","home cleaning","0","0","11.754","0","7","9","8","8","8","9","7","9","9","7","8","8","8","9","0","0","1.695","0","0","0","5.827","0","9","8","7","8","9","8","7","5.6","5.6","6.556","1","9","8","7","8","13.46","9","8","7","8","9","8","7","2","9","8","9","63","1","2","2","2","i think is Short Consumer Research Survey","clean_high","thought_time|thought_intro|cost|smell|color|Dettol|active_ingred|other_products|stores|cleaning_ability|anti_bacterial|package_apperance|ad_appearance|other_versions|ways_to_use|effectiveness",217,216,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:10","2020-07-07 08:52:37","0","100","327","1","2020-07-07 08:52:37","R_suG65IVMwoQvHPz","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","46.515","0","6.206","10.214","11.632","2","1.324","17.212","18.724","12","3","2","4","3","I was thinking about the overall visual aesthetic and design when I was looking at the add, and about how bland it was.","6.554","46.186","47.222","32","4","2","5","4","3","2","5","4","7","8","2","3","1","6","0","0","3.288","0","10.918","38.879","40.058","18","1","2","6","4","3","6","6","2.406","16.104","17","9","2","3","2","1","2.15","3","6","2","1","5","4","1","1","1","2","4","22","1","2","1","2","It was to determine how a product's design would influence a consumer's opinion about it compared to other brands.","clean_low","thought_time|thought_intro|stores|cost|smell|color|other_versions|Dettol|cleaning_ability|anti_bacterial|ways_to_use|effectiveness|active_ingred|other_products|package_apperance|ad_appearance",218,217,1,1,0,1,0,1920,1080,0
"2020-07-07 08:47:12","2020-07-07 08:55:46","0","100","514","1","2020-07-07 08:55:46","R_V3aukhgntKsxL8d","","","","","anonymous","EN","Chrome","81.0.4044.127","CrOS x86_64 12871.91.0","1366x768","1","0","0","15.247","0","0.944","11.97","15.756","2","4.038","12.418","13.665","5","6","5","6","4","Coronavirus just because that's all we think about when cleaning anymore.","0.878","56.496","61.03","25","6","2","7","6","1","2","7","2","5","6","1","2","1","3","0","0","7.745","0","5.57","92.228","93.893","13","2","5","2","6","2","6","6","19.451","69.301","70.964","8","6","5","5","5","4.94","4","5","3","1","7","8","1","1","4","2","6","40","2","2","1","1","See if familiarity would make us want to purchase the product more.","clean_high","thought_time|thought_intro|ways_to_use|ad_appearance|package_apperance|cost|smell|active_ingred|effectiveness|anti_bacterial|other_products|Dettol|color|stores|other_versions|cleaning_ability",219,218,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:13","2020-07-07 08:51:39","0","100","265","1","2020-07-07 08:51:39","R_2w4rPEpVDoUghoS","","","","","anonymous","EN","Chrome","83.0.4103.116","Macintosh","1280x800","1","0","0","10.705","0","0","0","14.065","0","3.872","11.238","11.908","8","7","8","8","7","How many percentages of virus & bacteria can this product kill","8.618","46.029","46.671","14","9","9","9","9","7","6","2","2","5","9","5","8","5","8","0","0","2.465","0","31.272","60.778","61.655","7","6","4","5","7","4","6","6","2.016","17.552","18.459","6","7","9","6","6","4.99","6","7","5","2","9","6","9","2","1","2","4","29","1","1","1","1","Evaluating Dettol Brand","clean_low","thought_time|thought_intro|ways_to_use|effectiveness|anti_bacterial|package_apperance|cleaning_ability|other_products|other_versions|stores|ad_appearance|smell|color|cost|active_ingred|Dettol",220,219,1,1,0,1,0,1280,800,0
"2020-07-07 08:47:13","2020-07-07 08:55:12","0","100","478","1","2020-07-07 08:55:12","R_1fZq2mQJ8XqPz2o","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1366x768","1","0","0","11.328","0","0","0","13.876","0","3.695","28.409","29.652","7","8","7","7","8","Will it really looked to be plant based?","4.588","75.338","76.695","16","9","9","8","9","4","6","6","6","7","8","5","7","2","4","0","0","10.397","0","9.109","45.251","46.486","7","6","7","7","8","6","7","6","3.002","23.101","24.46","7","7","6","7","6","5.3","6","5","5","4","9","7","1","1","1","2","7","58","2","2","1","1","What I think about a new product","clean_low","thought_time|thought_intro|color|other_products|smell|other_versions|active_ingred|package_apperance|anti_bacterial|effectiveness|cleaning_ability|cost|ad_appearance|Dettol|stores|ways_to_use",221,220,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:15","2020-07-07 08:53:01","0","100","345","1","2020-07-07 08:53:01","R_2ZQhokIRFKxjtJP","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.3","1366x768","1","0","0","1.632","0","0.972","0.972","18.967","1","0","0","19.231","0","8","7","8","9","Its acting as an disinfectant and cleaning the surface easily","0","0","39.183","0","6","5","7","7","6","7","8","7","9","5","8","7","6","8","0","0","3.396","0","0","0","16.891","0","6","7","6","8","6","8","7","16.297","34.201","37.431","4","8","9","7","9","9.95","7","8","7","7","8","6","8","2","1","2","7","25","1","2","1","1","Its an consumer research survey","clean_low","thought_time|thought_intro|effectiveness|ways_to_use|package_apperance|smell|Dettol|active_ingred|cost|cleaning_ability|anti_bacterial|ad_appearance|other_products|stores|other_versions|color",222,221,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:15","2020-07-07 08:56:05","0","100","529","1","2020-07-07 08:56:05","R_1XJIHX2GM5UgsDL","","","","","anonymous","EN","Firefox","78.0","Windows NT 10.0","1093x614","1","1.301","9.974","14.593","3","0","0","49.703","0","8.301","22.946","24.528","7","9","9","9","9","Why it was smarter than anything else?","14.383","99.632","101.314","30","9","6","7","9","4","1","1","5","7","9","1","6","1","9","9.304","9.304","10.405","1","18.6","69.939","71.66","14","3","9","9","9","9","6","9","4.707","29.447","30.627","9","5","7","7","6","1.96","6","7","5","5","9","9","1","1","1","9","9","54","2","2","1","1","I don't know.","clean_high","thought_time|thought_intro|cleaning_ability|package_apperance|anti_bacterial|other_products|other_versions|effectiveness|Dettol|stores|color|ways_to_use|cost|ad_appearance|active_ingred|smell",223,222,1,1,0,1,0,1093,614,0
"2020-07-07 08:47:17","2020-07-07 08:52:42","0","100","324","1","2020-07-07 08:52:43","R_1LtwZAFnI5yMBwp","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1920x1080","1","0","0","8.076","0","0","0","11.638","0","3.892","9.254","12.215","5","3","3","3","4","The ""smarter"" solution? The ad told me nothing about the product or why it was ""smarter"" before telling me to look for it in store. Why would I? The ad does nothing to convince me of why I should buy that brand specifically.","4.72","45.66","46.508","23","7","4","2","4","1","2","4","3","3","8","1","6","5","4","0","0","14.856","0","6.384","43.638","44.362","11","1","1","1","9","1","7","7","2.107","11.724","12.4","6","2","1","1","1","0.53","4","6","5","1","7","2","1","1","8","2","5","22","2","2","1","1","How different ads influence peoples' perception of a brand","clean_high","thought_time|thought_intro|anti_bacterial|color|active_ingred|other_versions|ways_to_use|other_products|effectiveness|smell|ad_appearance|cost|package_apperance|cleaning_ability|stores|Dettol",224,223,1,1,0,1,0,1920,1080,0
"2020-07-07 08:47:19","2020-07-07 08:53:29","0","100","369","1","2020-07-07 08:53:29","R_3qWhgq83alS1pWU","","","","","anonymous","EN","Chrome","86.0.4195.0","Windows NT 10.0","1536x864","1","0","0","3.634","0","0","0","14.08","0","3.793","8.482","9.519","4","7","7","8","7","We should keep our environment and surrounding clean.","5.205","53.428","59.416","18","6","6","8","5","7","6","6","5","7","7","6","8","6","7","0","0","4.37","0","3.16","20.24","22.657","9","7","6","7","6","6","7","6","3.483","25.147","26.332","10","6","7","7","7","2.96","7","6","7","7","6","7","6","2","6","2","6","35","1","2","1","1","This study is about how to keep your surrounding and environment clean.","clean_high","thought_time|thought_intro|stores|effectiveness|smell|color|Dettol|active_ingred|cost|other_products|anti_bacterial|package_apperance|ways_to_use|other_versions|ad_appearance|cleaning_ability",225,62,1,1,0,2,1,1536,864,0
"2020-07-07 08:47:20","2020-07-07 08:55:48","0","100","507","1","2020-07-07 08:55:49","R_1rcvkQmcaGrCTWA","","","","","anonymous","EN","Chrome","83.0.4103.106","Windows NT 6.3","1366x768","1","0","0","2.044","0","8.653","8.653","16.867","1","1.868","17.153","21.995","8","6","7","6","8","no","1.625","54.345","56.414","25","8","5","7","6","7","6","6","7","8","7","7","6","7","5","0","0","3.682","0","2.392","17.18","18.665","9","7","6","7","6","7","6","7","1.676","48.201","51.326","14","6","6","7","5","9.06","6","5","6","5","6","5","7","1","6","2","6","32","2","2","1","2","","clean_high","thought_time|thought_intro|ad_appearance|anti_bacterial|ways_to_use|active_ingred|other_versions|Dettol|smell|package_apperance|other_products|stores|effectiveness|cost|cleaning_ability|color",226,224,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:20","2020-07-07 08:59:56","0","100","755","1","2020-07-07 08:59:56","R_3po69bp0wqAoE7W","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.3","1366x768","1","0","0","4.389","0","0","0","18.818","0","8.096","17.513","18.909","4","8","8","8","8","The effectiveness of the product","13.619","70.716","72.157","19","9","9","8","9","5","9","6","8","8","8","6","8","7","4","8.236","8.236","17.381","1","29.964","66.952","68.951","7","8","8","8","9","9","7","9","46.281","87.49","88.51","5","9","9","8","8","12.86","9","9","9","7","9","9","9","2","7","2","9","47","1","2","1","1","The study is to evaluate dettol","clean_high","thought_time|thought_intro|smell|package_apperance|ways_to_use|cost|cleaning_ability|effectiveness|stores|other_versions|other_products|active_ingred|ad_appearance|color|Dettol|anti_bacterial",227,225,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:21","2020-07-07 08:51:33","0","100","251","1","2020-07-07 08:51:33","R_1GwB3WvvfTlEuIH","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1536x864","1","0","0","10.578","0","0","0","11.742","0","2.161","9.225","9.831","4","7","7","7","7","How smart it would be to clean your house with this.","8.725","44.23","45.133","40","8","6","7","7","2","7","3","6","5","6","3","6","4","5","0","0","3.226","0","10.079","26.983","27.255","43","5","5","6","4","5","4","7","1.502","16.04","16.997","14","5","5","6","6","4.63","5","7","6","4","8","7","1","1","5","2","6","31","1","1","1","1","no clue","clean_high","thought_time|thought_intro|stores|anti_bacterial|ad_appearance|color|active_ingred|package_apperance|cleaning_ability|cost|Dettol|ways_to_use|smell|effectiveness|other_versions|other_products",228,226,1,1,0,1,0,1536,864,0
"2020-07-07 08:47:21","2020-07-07 08:54:05","0","100","403","1","2020-07-07 08:54:05","R_3g6K4uQ8J8GlZXA","","","","","anonymous","EN","Chrome","79.0.3945.130","Windows NT 10.0","1536x864","1","0","0","23.666","0","0","0","41.163","0","5.844","17.795","19.448","5","5","6","6","7","I thought about making things clean.","6.967","43.159","44.112","15","5","4","2","5","4","6","6","5","5","6","2","7","5","5","0","0","6.269","0","10.941","63.574","64.858","7","4","5","6","3","4","4","7","7.278","32.656","33.424","5","7","3","4","5","3.46","6","4","5","5","6","8","7","1","1","2","4","42","1","2","1","1","I have no idea.","clean_low","thought_time|thought_intro|ways_to_use|cost|cleaning_ability|smell|ad_appearance|color|stores|other_products|active_ingred|other_versions|anti_bacterial|Dettol|package_apperance|effectiveness",229,227,1,1,0,1,0,1536,864,0
"2020-07-07 08:47:22","2020-07-07 08:51:07","0","100","224","1","2020-07-07 08:51:07","R_1InibQRmLwwsKIg","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1536x864","1","0","0","9.029","0","0","0","11.551","0","8.963","16.878","17.52","5","7","7","7","7","I was thikning I could use some cleaners for home.","4.785","35.887","37.428","16","8","5","8","7","6","7","6","6","6","6","7","7","7","8","0","0","3.54","0","3.199","11.759","12.501","8","5","5","5","5","5","5","5","2.381","16.536","17.184","5","7","6","6","6","8.11","5","5","5","5","8","7","2","1","7","2","8","35","1","2","1","1","don;t know","clean_high","thought_time|thought_intro|anti_bacterial|cost|cleaning_ability|color|smell|ways_to_use|ad_appearance|package_apperance|stores|effectiveness|other_versions|other_products|Dettol|active_ingred",230,228,1,1,0,1,0,1536,864,0
"2020-07-07 08:47:23","2020-07-07 08:55:52","0","100","508","1","2020-07-07 08:55:52","R_22FzTutIkpTkvSw","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 6.3","1366x768","1","3.952","3.952","6.158","1","0","0","25.337","0","4.492","12.504","13.486","5","9","8","8","9","It starts in my toes, and I crinkle my nose
","1.945","47.567","49.883","25","9","9","9","8","8","8","9","9","8","8","8","8","9","8","0","0","4.81","0","2.881","17.376","18.329","12","9","8","8","9","8","9","9","10.479","28.785","31.567","8","9","8","8","9","15","9","8","8","9","9","8","8","2","9","1","8","50","2","2","2","2","Purpose of the Study. The Purpose of the Study statement helps the subject assess the importance of the study relative to individual values. ","clean_low","thought_time|thought_intro|other_products|active_ingred|ways_to_use|smell|cost|package_apperance|ad_appearance|anti_bacterial|Dettol|stores|cleaning_ability|other_versions|effectiveness|color",231,229,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:23","2020-07-07 08:56:11","0","100","528","1","2020-07-07 08:56:11","R_RW8VHglT2QNxkaJ","","","","","anonymous","EN","Chrome iPhone","83.0.4103.88","iPhone","414x896","1","0","0","14.545","0","14.752","27.55","28.446","4","4.11","28.902","30.178","17","8","8","7","6","How it’s smells ","22.783","110.291","111.633","50","8","8","7","8","9","8","6","9","6","6","8","5","4","7","7.852","7.852","8.64","1","15.647","79.995","81.325","27","8","6","8","6","5","5","5","4.04","35.559","37.235","18","8","8","8","6","2.06","7","6","6","5","7","6","1","1","1","2","9","34","2","2","1","1","Product review ","clean_low","thought_time|thought_intro|other_products|anti_bacterial|stores|active_ingred|cost|effectiveness|Dettol|smell|ad_appearance|cleaning_ability|ways_to_use|color|other_versions|package_apperance",232,230,1,1,0,1,0,414,896,1
"2020-07-07 08:47:24","2020-07-07 08:55:48","0","100","504","1","2020-07-07 08:55:48","R_3NIJdL75vbYIwwH","","","","","anonymous","EN","Chrome","83.0.4103.116","Macintosh","1680x1050","1","0","0","8.588","0","11.357","11.357","49.494","1","2.997","10.506","11.784","4","5","4","4","5","How very generic it looked. I couldn't read any of the labels besides the name, so I couldn't examine ingredients. It looked like water in a spray bottle.","5.596","74.816","88.321","25","6","6","2","7","1","3","7","2","9","5","2","7","1","4","0","0","19.227","0","7.04","43.714","45.054","17","3","5","1","5","3","7","8","2.821","20.305","21.509","6","1","5","2","1","1.99","9","9","5","1","8","3","1","1","1","2","7","62","2","2","1","1","I'm guessing you had many different variations of the ad in your study and are comparing the reactions to them.","clean_low","thought_time|thought_intro|effectiveness|other_products|Dettol|active_ingred|cleaning_ability|other_versions|smell|ways_to_use|color|anti_bacterial|cost|package_apperance|stores|ad_appearance",233,231,1,1,0,1,0,1680,1050,0
"2020-07-07 08:47:24","2020-07-07 08:59:09","0","99","704","0","2020-07-07 12:50:45","R_125z5FSOIELFBJK","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1366x768","1","0","0","84.051","0","0","0","43.653","0","40.532","66.772","67.536","5","8","8","9","7","the effectivness of the cleanser and how good it is","8.489","82.697","84.36","15","8","5","8","8","6","7","6","6","7","7","8","7","6","7","0","0","6.478","0","7.279","29.158","30.854","7","9","7","6","9","8","7","9","7.087","38.123","39.532","8","8","8","7","6","5.07","6","8","7","6","6","6","9","2","1","2","9","35","1","2","1","1","","clean_low","thought_time|thought_intro|anti_bacterial|Dettol|color|stores|cost|other_products|smell|ad_appearance|cleaning_ability|ways_to_use|effectiveness|active_ingred|other_versions|package_apperance",234,232,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:27","2020-07-07 08:53:35","0","100","368","1","2020-07-07 08:53:36","R_3jcaY1qHgqWGVHv","","","","","anonymous","EN","Chrome","51.0.2683.0","Windows NT 6.3","1366x768","1","0","0","10.792","0","0","0","33.555","0","4.365","16.205","17.145","9","7","7","7","7","The surface cleaner claims to eliminate 99.9% of bacteria and germs.","6.496","48.893","49.925","19","7","5","8","7","1","5","1","1","3","8","1","5","1","5","0","0","3.132","0","9.943","44.101","44.544","11","5","9","5","5","9","5","9","2.06","22.855","26.583","9","7","7","9","4","3.02","8","5","5","9","9","9","1","1","7","2","6","35","2","2","1","1","evaluating ad effectiveness ","clean_high","thought_time|thought_intro|other_versions|ways_to_use|other_products|smell|cleaning_ability|stores|active_ingred|ad_appearance|anti_bacterial|package_apperance|Dettol|effectiveness|color|cost",235,233,1,1,0,1,0,1366,768,0
"2020-07-07 08:47:28","2020-07-07 08:49:58","0","100","150","1","2020-07-07 08:49:59","R_Ryra2Z0rH1VT6KZ","","","","","anonymous","EN","Firefox","78.0","Windows NT 10.0","1707x960","1","0.411","1.672","2.034","4","0.321","12.571","12.584","2","1.902","4.651","5.198","4","3","2","2","3","I noticed when it said ""The smarter"" antibacterial.","1.989","27.144","27.747","16","6","2","4","4","1","5","2","7","3","7","4","6","5","5","3.806","3.806","12.687","1","5.65","14.476","15.027","8","2","2","1","3","1","2","5","0.642","6.835","7.416","7","1","1","1","1","3.04","1","1","1","1","9","9","1","1","1","2","4","29","1","2","1","1","","clean_low","thought_time|thought_intro|cleaning_ability|smell|ad_appearance|effectiveness|anti_bacterial|active_ingred|cost|other_versions|other_products|stores|Dettol|ways_to_use|color|package_apperance",236,234,1,1,0,1,0,1707,960,0
"2020-07-07 08:47:28","2020-07-07 08:52:19","0","100","291","1","2020-07-07 08:52:19","R_3fIrs6kMZLucvgk","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","2560x1080","1","0","0","19.063","0","0.852","0.852","11.199","1","8.051","20.3","21.259","6","6","7","6","6","That I had never heard of the brand was the first and most prominent thing that entered my mind.","5.523","49.857","50.556","18","5","4","3","6","1","3","1","6","2","6","3","8","1","7","0","0","3.59","0","6.085","35.759","36.537","8","7","5","5","6","2","7","7","3.122","16.104","17.969","6","3","5","5","3","1.94","5","4","4","1","8","6","1","1","1","2","6","36","1","2","1","1","Something about advertising I suppose, other than that I haven't the faintest idea.","clean_low","thought_time|thought_intro|effectiveness|Dettol|stores|other_products|color|ad_appearance|package_apperance|cleaning_ability|cost|active_ingred|ways_to_use|anti_bacterial|smell|other_versions",237,235,1,1,0,1,0,2560,1080,0
"2020-07-07 08:47:30","2020-07-07 08:51:24","0","100","234","1","2020-07-07 08:51:24","R_12fMMmsaVKTs116","","","","","anonymous","EN","Chrome","84.0.4147.68","Windows NT 6.1","1364x768","1","0","0","3.005","0","0","0","12.516","0","4.497","14.966","15.899","5","8","9","8","9","good and useful ad","2.207","29.561","30.513","17","8","8","9","9","8","8","9","9","9","9","8","9","8","8","0","0","7.534","0","2.682","13.616","14.467","8","8","9","8","9","8","9","8","1.897","8.709","10.909","5","8","9","8","9","11.66","8","9","8","9","8","9","8","2","8","2","7","43","2","2","2","2","good one","clean_high","thought_time|thought_intro|ways_to_use|package_apperance|active_ingred|ad_appearance|smell|effectiveness|cleaning_ability|color|other_versions|cost|stores|anti_bacterial|other_products|Dettol",238,236,1,1,0,1,0,1364,768,0
"2020-07-07 08:47:30","2020-07-07 08:52:26","0","100","296","1","2020-07-07 08:52:26","R_D18yaHgsLMd9X0Z","","","","","anonymous","EN","Chrome","83.0.4103.116","Windows NT 10.0","1280x720","1","0","0","11.398","0","0","0","22.375","0","3.257","11.59","13.037","6","6","7","7","6","How many bottles were in the ad.","16.053","50.795","52.027","20","5","4","4","5","2","6","1","5","9","9","2","5","9","1","0","0","12.057","0","4.947","37.494","38.618","13","1","9","9","5","4","5","7","4.012","17.355","18.401","6","5","5","3","3","2.01","9","9","4","3","9","9","1","1","5","2","8","24","1","2","1","1","To see how we view advertisements.","clean_high","thought_time|thought_intro|color|smell|stores|cost|Dettol|ways_to_use|cleaning_ability|other_products|ad_appearance|other_versions|active_ingred|package_apperance|anti_bacterial|effectiveness",239,237,1,1,0,1,0,1280,720,0
"2020-07-07 08:47:30","2020-07-07 08:55:38","0","100","487","1","2020-07-07 08:55:38","R_2qeko69xVbpzeFE","","","","","anonymous","EN","Chrome","81.0.4044.138","Macintosh","1280x800","1","0","0","34.593","0","0","0","71.348","0","6.954","16.321","19.976","4","6","7","5","5","The thing I thought about the most was why the ad did not say why Dettol was a ""smarter"" or better cleaner than other brands. I felt like I thought most about what wasn't in the ad rather than what was there.","11.136","53.885","55.705","15","7","6","8","9","4","6","5","1","4","7","3","4","1","8","0","0","18.027","0","8.306","49.515","51.405","10","5","3","2","4","2","7","6","6.996","39.309","40.862","9","5","5","3","2","2.49","5","4","5","1","9","7","1","1","5","2","7","26","2","2","1","1","To gauge our perception of a mock up for an ad","clean_high","thought_time|thought_intro|smell|stores|ad_appearance|other_products|active_ingred|Dettol|cleaning_ability|anti_bacterial|ways_to_use|cost|effectiveness|color|package_apperance|other_versions",240,238,1,1,0,1,0,1280,800,0
